t(s)	u_raw(m/s)	v_raw(m/s)	w_raw(m/s)	u_despiked(m/s)	v_despiked(m/s)	w_despiked(m/s)
67.76	-0.497	-0.082	0.635	-0.497	-0.082	0.635
67.78	-0.545	-0.053	0.767	-0.545	-0.053	0.767
67.8	-0.715	-0.072	0.968	-0.715	-0.072	0.968
67.82	-0.663	-0.076	0.884	-0.663	-0.076	NaN
67.84	-0.584	-0.122	0.775	-0.584	-0.122	NaN
67.86	-0.297	-0.067	0.329	-0.297	-0.067	NaN
67.88	-0.203	-0.029	0.336	-0.203	-0.029	0.336
67.9	-0.156	0.07	0.136	-0.156	0.07	0.136
67.92	-0.079	0.028	0.028	-0.079	0.028	0.028
67.94	-0.094	0.005	0.071	-0.094	0.005	0.071
67.96	-0.147	-0.006	0.23	-0.147	-0.006	0.23
67.98	-0.285	-0.011	0.178	-0.285	-0.011	0.178
68	-0.366	-0.015	0.283	-0.366	-0.015	NaN
68.02	-0.341	-0.057	0.528	-0.341	-0.057	NaN
68.04	-0.499	-0.092	0.724	-0.499	-0.092	NaN
68.06	-0.663	-0.119	0.951	-0.663	-0.119	0.951
68.08	-0.702	-0.1	0.916	-0.702	-0.1	0.916
68.1	-0.678	-0.118	0.909	-0.678	-0.118	0.909
68.12	-0.535	-0.119	0.674	-0.535	-0.119	0.674
68.14	-0.244	-0.027	0.285	-0.244	-0.027	0.285
68.16	-0.107	0.009	0.107	-0.107	0.009	0.107
68.18	-0.096	-0.002	0.11	-0.096	-0.002	0.11
68.2	-0.036	0.015	-0.018	-0.036	0.015	-0.018
68.22	-0.052	0.03	0.119	-0.052	0.03	0.119
68.24	-0.276	0	0.199	-0.276	0	0.199
68.26	-0.22	-0.041	0.2	-0.22	-0.041	0.2
68.28	-0.203	-0.012	0.077	-0.203	-0.012	0.077
68.3	-0.242	-0.021	0.164	-0.242	-0.021	0.164
68.32	-0.327	-0.044	0.404	-0.327	-0.044	NaN
68.34	-0.323	-0.037	0.482	-0.323	-0.037	NaN
68.36	-0.569	-0.126	0.806	NaN	-0.126	NaN
68.38	-0.329	-0.079	0.459	-0.329	-0.079	0.459
68.4	-0.242	-0.019	0.141	-0.242	-0.019	0.141
68.42	-0.193	-0.015	0.141	-0.193	-0.015	0.141
68.44	-0.154	0.003	0.108	-0.154	0.003	0.108
68.46	-0.038	0.019	0.067	-0.038	0.019	0.067
68.48	-0.058	0.016	0.084	-0.058	0.016	0.084
68.5	-0.088	0.032	0.078	-0.088	0.032	0.078
68.52	-0.042	0.041	-0.011	-0.042	0.041	-0.011
68.54	0.069	0.036	-0.037	0.069	0.036	-0.037
68.56	-0.053	-0.004	0.111	-0.053	-0.004	0.111
68.58	-0.173	-0.054	0.163	-0.173	-0.054	0.163
68.6	-0.083	-0.029	0.028	-0.083	-0.029	0.028
68.62	-0.149	-0.008	0.055	-0.149	-0.008	0.055
68.64	-0.16	0.022	0.148	-0.16	0.022	0.148
68.66	-0.051	0.013	0.041	-0.051	0.013	0.041
68.68	-0.085	-0.001	0.068	-0.085	-0.001	0.068
68.7	-0.068	0.02	0.022	-0.068	0.02	0.022
68.72	-0.167	0.005	0.128	-0.167	0.005	0.128
68.74	-0.347	-0.041	0.352	-0.347	-0.041	0.352
68.76	-0.616	-0.107	0.505	-0.616	-0.107	NaN
68.78	-0.724	-0.11	0.666	-0.724	-0.11	0.666
68.8	-0.466	-0.102	0.473	-0.466	-0.102	NaN
68.82	-0.229	-0.035	0.156	-0.229	-0.035	0.156
68.84	-0.181	-0.015	0.08	-0.181	-0.015	0.08
68.86	-0.238	0.003	0.186	-0.238	0.003	0.186
68.88	-0.177	-0.012	0.018	-0.177	-0.012	0.018
68.9	-0.148	0.011	-0.038	-0.148	0.011	-0.038
68.92	-0.167	0.022	0.147	-0.167	0.022	0.147
68.94	-0.363	-0.05	0.334	-0.363	-0.05	NaN
68.96	-0.453	-0.084	0.44	-0.453	-0.084	NaN
68.98	-0.593	-0.117	0.615	-0.593	-0.117	NaN
69	-0.569	-0.131	0.511	-0.569	-0.131	0.511
69.02	-0.405	-0.076	0.217	-0.405	-0.076	NaN
69.04	-0.253	-0.057	0.161	-0.253	-0.057	0.161
69.06	-0.247	-0.049	0.302	-0.247	-0.049	0.302
69.08	-0.096	-0.004	0.112	-0.096	-0.004	0.112
69.1	-0.145	-0.049	0.034	-0.145	-0.049	0.034
69.12	-0.151	-0.011	0.09	-0.151	-0.011	0.09
69.14	-0.098	0.004	0.109	-0.098	0.004	0.109
69.16	-0.049	-0.013	0.123	-0.049	-0.013	0.123
69.18	-0.143	-0.039	0.036	-0.143	-0.039	0.036
69.2	-0.167	-0.033	0.141	-0.167	-0.033	0.141
69.22	-0.079	-0.006	0.055	-0.079	-0.006	0.055
69.24	-0.103	0.013	0.071	-0.103	0.013	0.071
69.26	-0.057	0.008	0.121	-0.057	0.008	0.121
69.28	-0.246	-0.038	0.235	-0.246	-0.038	0.235
69.3	-0.179	-0.018	0.045	-0.179	-0.018	0.045
69.32	-0.175	-0.032	0.054	-0.175	-0.032	0.054
69.34	-0.175	-0.029	0.057	-0.175	-0.029	0.057
69.36	-0.111	0.004	0.052	-0.111	0.004	0.052
69.38	-0.128	-0.011	0.087	-0.128	-0.011	0.087
69.4	-0.085	-0.024	0.046	-0.085	-0.024	0.046
69.42	-0.066	0.01	0.11	-0.066	0.01	0.11
69.44	0.03	0.018	-0.078	0.03	0.018	-0.078
69.46	-0.124	0.033	0.078	-0.124	0.033	0.078
69.48	-0.06	0.03	-0.005	-0.06	0.03	-0.005
69.5	-0.064	0.037	-0.023	-0.064	0.037	-0.023
69.52	0.045	0.034	-0.001	0.045	0.034	-0.001
69.54	-0.145	0.008	0.18	-0.145	0.008	0.18
69.56	-0.079	0.003	-0.037	-0.079	0.003	NaN
69.58	-0.164	-0.01	0.211	-0.164	-0.01	0.211
69.6	-0.113	0.003	0.072	-0.113	0.003	0.072
69.62	-0.081	0.001	-0.038	-0.081	0.001	-0.038
69.64	-0.062	0.008	-0.008	-0.062	0.008	-0.008
69.66	-0.1	0.018	0.137	-0.1	0.018	0.137
69.68	-0.096	0.014	0.016	-0.096	0.014	0.016
69.7	-0.049	0.008	-0.017	-0.049	0.008	-0.017
69.72	-0.042	0.03	-0.051	-0.042	0.03	-0.051
69.74	-0.047	0.015	0.027	-0.047	0.015	0.027
69.76	-0.042	0.015	0.05	-0.042	0.015	0.05
69.78	-0.1	0.002	-0.067	-0.1	0.002	-0.067
69.8	-0.081	-0.012	0.037	-0.081	-0.012	0.037
69.82	-0.085	0.008	0.016	-0.085	0.008	0.016
69.84	-0.092	-0.01	-0.015	-0.092	-0.01	-0.015
69.86	-0.072	0.008	-0.045	-0.072	0.008	-0.045
69.88	-0.115	0.012	0.142	-0.115	0.012	0.142
69.9	-0.102	0.017	0.118	-0.102	0.017	0.118
69.92	-0.081	0.014	0.003	-0.081	0.014	0.003
69.94	-0.158	-0.021	0.068	-0.158	-0.021	0.068
69.96	-0.038	0.023	-0.016	-0.038	0.023	NaN
69.98	-0.094	0.012	-0.038	-0.094	0.012	-0.038
70	-0.165	-0.012	0.166	-0.165	-0.012	0.166
70.02	-0.087	-0.003	0.06	-0.087	-0.003	0.06
70.04	-0.038	0.017	0.012	-0.038	0.017	0.012
70.06	-0.03	0.002	-0.018	-0.03	0.002	-0.018
70.08	-0.079	0.023	0.056	-0.079	0.023	0.056
70.1	-0.047	0.036	-0.042	-0.047	0.036	-0.042
70.12	-0.088	0.019	-0.074	-0.088	0.019	-0.074
70.14	-0.143	0.004	0.086	-0.143	0.004	0.086
70.16	-0.207	-0.043	0.206	-0.207	-0.043	0.206
70.18	-0.117	0.003	0.067	-0.117	0.003	0.067
70.2	-0.059	-0.008	0.176	-0.059	-0.008	0.176
70.22	-0.074	0.007	0.027	-0.074	0.007	0.027
70.24	-0.066	0.004	-0.017	-0.066	0.004	-0.017
70.26	-0.012	0.001	-0.005	-0.012	0.001	-0.005
70.28	-0.059	-0.01	-0.022	-0.059	-0.01	-0.022
70.3	-0.061	-0.015	0.008	-0.061	-0.015	0.008
70.32	-0.081	0.003	0.056	-0.081	0.003	0.056
70.34	-0.12	0.02	0.097	-0.12	0.02	0.097
70.36	-0.116	0.013	0.065	-0.116	0.013	0.065
70.38	0.007	-0.013	-0.083	0.007	-0.013	-0.083
70.4	-0.057	0.001	-0.043	-0.057	0.001	-0.043
70.42	-0.085	0.001	-0.091	-0.085	0.001	-0.091
70.44	-0.109	0.015	-0.015	-0.109	0.015	-0.015
70.46	-0.094	0.018	0.114	-0.094	0.018	0.114
70.48	0.015	-0.015	-0.141	0.015	-0.015	NaN
70.5	-0.09	0.017	0.039	-0.09	0.017	0.039
70.52	-0.094	-0.01	-0.051	-0.094	-0.01	-0.051
70.54	-0.105	0.052	-0.135	-0.105	0.052	-0.135
70.56	-0.01	0.023	-0.011	-0.01	0.023	-0.011
70.58	0.026	0.013	0.046	0.026	0.013	0.046
70.6	-0.015	0.024	0.052	-0.015	0.024	0.052
70.62	-0.084	0.022	0.017	-0.084	0.022	0.017
70.64	-0.066	0.037	0.054	-0.066	0.037	0.054
70.66	-0.008	0.024	0.002	-0.008	0.024	0.002
70.68	-0.03	0.006	0.148	-0.03	0.006	0.148
70.7	0.043	0.038	-0.095	0.043	0.038	-0.095
70.72	-0.072	0.026	-0.048	-0.072	0.026	-0.048
70.74	-0.026	0.018	0.02	-0.026	0.018	0.02
70.76	0.035	-0.001	-0.004	0.035	-0.001	-0.004
70.78	-0.034	0.026	0.037	-0.034	0.026	0.037
70.8	0.052	0.051	0.053	0.052	0.051	0.053
70.82	0.068	0.064	-0.189	0.068	0.064	-0.189
70.84	-0.01	0.048	-0.033	-0.01	0.048	-0.033
70.86	0.05	0.026	-0.005	0.05	0.026	-0.005
70.88	0.011	0.027	-0.03	0.011	0.027	-0.03
70.9	0.046	0.046	-0.09	0.046	0.046	-0.09
70.92	0.004	0.069	-0.033	0.004	0.069	-0.033
70.94	-0.006	0.067	-0.061	-0.006	0.067	NaN
70.96	-0.032	0.043	0.004	-0.032	0.043	0.004
70.98	-0.064	0.036	-0.03	-0.064	0.036	-0.03
71	-0.047	0.05	0.028	-0.047	0.05	0.028
71.02	0.002	0.03	-0.053	0.002	0.03	-0.053
71.04	0.002	0.009	0.024	0.002	0.009	0.024
71.06	0.015	0.024	0.058	0.015	0.024	0.058
71.08	0.032	0.023	-0.035	0.032	0.023	-0.035
71.1	-0.128	0.016	0.171	-0.128	0.016	0.171
71.12	-0.098	0.003	0.014	-0.098	0.003	0.014
71.14	-0.079	0.014	0.135	-0.079	0.014	0.135
71.16	-0.047	0.008	0.007	-0.047	0.008	0.007
71.18	-0.088	0.013	0.051	-0.088	0.013	0.051
71.2	-0.056	0.032	-0.091	-0.056	0.032	-0.091
71.22	-0.152	0.043	0.075	-0.152	0.043	0.075
71.24	-0.173	0.012	-0.061	-0.173	0.012	-0.061
71.26	-0.068	0.021	0.021	-0.068	0.021	0.021
71.28	-0.028	0.028	0.019	-0.028	0.028	0.019
71.3	-0.032	0.026	0.071	-0.032	0.026	0.071
71.32	-0.044	0.016	0.05	-0.044	0.016	0.05
71.34	0.067	0.027	0.016	0.067	0.027	0.016
71.36	0.026	0.031	-0.093	0.026	0.031	-0.093
71.38	0.073	0.052	-0.017	0.073	0.052	-0.017
71.4	0.056	0.045	-0.121	0.056	0.045	-0.121
71.42	-0.104	0.003	0.075	-0.104	0.003	0.075
71.44	0.036	0.042	0.061	0.036	0.042	0.061
71.46	0.002	0.031	0.04	0.002	0.031	0.04
71.48	-0.023	0.023	0.036	-0.023	0.023	0.036
71.5	-0.002	0.02	0.051	-0.002	0.02	0.051
71.52	0.037	0.025	0.085	0.037	0.025	0.085
71.54	-0.002	0.03	-0.046	-0.002	0.03	-0.046
71.56	-0.002	0.04	0.04	-0.002	0.04	0.04
71.58	-0.012	0.038	0.1	-0.012	0.038	0.1
71.6	-0.006	0.04	-0.117	-0.006	0.04	-0.117
71.62	0.069	0.012	-0.116	0.069	0.012	-0.116
71.64	-0.118	0.013	0.031	-0.118	0.013	0.031
71.66	0.005	0.016	-0.043	0.005	0.016	-0.043
71.68	-0.1	0.007	-0.036	-0.1	0.007	-0.036
71.7	0.022	0.034	0.064	0.022	0.034	0.064
71.72	0.078	0.055	-0.123	0.078	0.055	-0.123
71.74	0.112	0.031	0.055	0.112	0.031	0.055
71.76	0.043	0.014	-0.038	0.043	0.014	-0.038
71.78	0.045	0.027	-0.007	0.045	0.027	-0.007
71.8	0.075	0.034	-0.065	0.075	0.034	-0.065
71.82	0.022	0.047	-0.023	0.022	0.047	-0.023
71.84	0.072	0.059	0.01	0.072	0.059	0.01
71.86	0.038	0.058	0.046	0.038	0.058	0.046
71.88	0.045	0.051	-0.008	0.045	0.051	-0.008
71.9	0.006	0.033	-0.048	0.006	0.033	-0.048
71.92	0.03	0.089	0.025	0.03	0.089	0.025
71.94	-0.004	0.049	-0.286	-0.004	0.049	NaN
71.96	0.006	0.028	-0.055	0.006	0.028	-0.055
71.98	0.132	0.098	-0.137	0.132	0.098	-0.137
72	0.052	0.016	-0.027	0.052	0.016	-0.027
72.02	0.007	-0.007	-0.042	0.007	-0.007	-0.042
72.04	-0.004	0.021	0.038	-0.004	0.021	0.038
72.06	0.011	0.037	0.038	0.011	0.037	0.038
72.08	0.041	0.041	0.007	0.041	0.041	0.007
72.1	0.116	0.062	-0.115	0.116	0.062	-0.115
72.12	0.026	0.04	-0.009	0.026	0.04	-0.009
72.14	-0.06	0.02	0.124	-0.06	0.02	0.124
72.16	-0.021	0.014	-0.009	-0.021	0.014	-0.009
72.18	-0.021	0.008	-0.079	-0.021	0.008	-0.079
72.2	-0.044	0.029	0.052	-0.044	0.029	0.052
72.22	0.026	0.031	0.074	0.026	0.031	0.074
72.24	0.018	0.003	-0.015	0.018	0.003	-0.015
72.26	-0.07	0.022	0.102	-0.07	0.022	0.102
72.28	0.078	0.054	0	0.078	0.054	0
72.3	0.086	0.038	0.038	0.086	0.038	0.038
72.32	0.048	0.046	-0.047	0.048	0.046	-0.047
72.34	0.04	0.048	-0.045	0.04	0.048	-0.045
72.36	0.052	0.035	0.016	0.052	0.035	0.016
72.38	0.08	0.054	-0.033	0.08	0.054	-0.033
72.4	0.024	0.057	-0.002	0.024	0.057	-0.002
72.42	-0.042	0.079	-0.07	-0.042	0.079	-0.07
72.44	-0.062	0.075	0.063	-0.062	0.075	0.063
72.46	0.073	0.049	-0.133	0.073	0.049	-0.133
72.48	0.016	0.033	0.042	0.016	0.033	0.042
72.5	-0.025	-0.007	0.032	-0.025	-0.007	NaN
72.52	-0.081	0.011	-0.057	-0.081	0.011	NaN
72.54	-0.025	0.015	0.042	-0.025	0.015	0.042
72.56	-0.032	0.046	0.132	-0.032	0.046	0.132
72.58	0.104	0.066	0.079	0.104	0.066	0.079
72.6	0	0.065	0.044	0	0.065	0.044
72.62	-0.077	0.008	0.102	-0.077	0.008	0.102
72.64	-0.028	0.054	-0.027	-0.028	0.054	-0.027
72.66	-0.01	0.037	0.075	-0.01	0.037	0.075
72.68	-0.01	0.011	-0.051	-0.01	0.011	-0.051
72.7	-0.01	0.026	-0.045	-0.01	0.026	-0.045
72.72	-0.032	-0.005	0.038	-0.032	-0.005	0.038
72.74	-0.083	0.011	0.039	-0.083	0.011	0.039
72.76	-0.032	-0.008	0.031	-0.032	-0.008	0.031
72.78	-0.122	0.007	0.095	-0.122	0.007	0.095
72.8	0.039	0.026	-0.047	0.039	0.026	-0.047
72.82	0.011	0.024	0.169	0.011	0.024	0.169
72.84	0.024	0.03	0.117	0.024	0.03	0.117
72.86	0.084	0.068	0.097	0.084	0.068	0.097
72.88	0.135	0.066	0.141	0.135	0.066	0.141
72.9	0.069	0.039	0.285	0.069	0.039	NaN
72.92	-0.017	0.042	0.014	-0.017	0.042	0.014
72.94	-0.01	0.043	0.075	-0.01	0.043	0.075
72.96	0.043	0.044	-0.031	0.043	0.044	-0.031
72.98	0.039	0.031	0.093	0.039	0.031	0.093
73	0.11	0.043	-0.123	0.11	0.043	-0.123
73.02	0.075	0.059	-0.105	0.075	0.059	-0.105
73.04	0.041	0.034	-0.041	0.041	0.034	-0.041
73.06	0.103	0.036	0.095	0.103	0.036	0.095
73.08	0.024	0.04	-0.062	0.024	0.04	-0.062
73.1	0.08	0.048	0.081	0.08	0.048	0.081
73.12	-0.019	0.017	-0.003	-0.019	0.017	-0.003
73.14	0.066	0.036	0.011	0.066	0.036	0.011
73.16	0.108	0.034	0.032	0.108	0.034	0.032
73.18	0.12	0.04	-0.135	0.12	0.04	-0.135
73.2	0.011	0.027	0.088	0.011	0.027	0.088
73.22	0.128	0.045	-0.052	0.128	0.045	-0.052
73.24	0.035	0.024	0.105	0.035	0.024	0.105
73.26	0.088	0.031	-0.075	0.088	0.031	-0.075
73.28	0.086	0.036	0.046	0.086	0.036	NaN
73.3	0.129	0.044	-0.055	0.129	0.044	-0.055
73.32	0.094	0.043	0.019	0.094	0.043	0.019
73.34	0.216	0.079	-0.131	0.216	0.079	-0.131
73.36	0.12	0.057	-0.019	0.12	0.057	-0.019
73.38	-0.034	0.018	-0.031	-0.034	0.018	-0.031
73.4	0.038	0.035	0.005	0.038	0.035	0.005
73.42	0.19	0.051	-0.149	0.19	0.051	-0.149
73.44	0.195	0.052	-0.052	0.195	0.052	-0.052
73.46	0.028	0.028	0.187	0.028	0.028	NaN
73.48	0.136	0.048	-0.077	0.136	0.048	-0.077
73.5	0.054	0.029	-0.086	0.054	0.029	-0.086
73.52	0.1	0.047	0.045	0.1	0.047	0.045
73.54	0.128	0.051	0.078	0.128	0.051	0.078
73.56	0.12	0.043	0.226	0.12	0.043	0.226
73.58	0.045	0.048	0.204	0.045	0.048	0.204
73.6	0.14	0.049	0.124	0.14	0.049	0.124
73.62	0.126	0.044	0.045	0.126	0.044	0.045
73.64	0.092	0.038	-0.018	0.092	0.038	-0.018
73.66	0.062	0.032	-0.072	0.062	0.032	-0.072
73.68	0.135	0.028	0.038	0.135	0.028	0.038
73.7	0.052	0.021	-0.004	0.052	0.021	-0.004
73.72	-0.014	0.005	0.072	-0.014	0.005	0.072
73.74	0.032	0.011	-0.003	0.032	0.011	-0.003
73.76	0.058	0.018	0.031	0.058	0.018	0.031
73.78	0.058	0.013	-0.055	0.058	0.013	-0.055
73.8	-0.032	-0.006	-0.013	-0.032	-0.006	-0.013
73.82	0.05	0.011	0.202	0.05	0.011	NaN
73.84	0.158	0.046	-0.035	0.158	0.046	-0.035
73.86	0.037	0.017	0.046	0.037	0.017	0.046
73.88	0.112	0.039	0.018	0.112	0.039	0.018
73.9	0.154	0.053	0.036	0.154	0.053	0.036
73.92	0.024	0.024	-0.008	0.024	0.024	-0.008
73.94	0.058	0.024	-0.019	0.058	0.024	-0.019
73.96	0.016	0.019	-0.043	0.016	0.019	-0.043
73.98	0.058	0.017	0.004	0.058	0.017	0.004
74	0.101	0.028	-0.029	0.101	0.028	-0.029
74.02	0.105	0.017	-0.001	0.105	0.017	-0.001
74.04	0.075	0.023	-0.034	0.075	0.023	-0.034
74.06	0.112	0.034	-0.003	0.112	0.034	-0.003
74.08	0.11	0.041	0.032	0.11	0.041	0.032
74.1	0.142	0.057	0.169	0.142	0.057	0.169
74.12	0.062	0.023	-0.059	0.062	0.023	-0.059
74.14	0.214	0.053	-0.041	0.214	0.053	-0.041
74.16	0.166	0.044	-0.044	0.166	0.044	-0.044
74.18	0.022	0.021	0.008	0.022	0.021	0.008
74.2	0.06	0.03	-0.017	0.06	0.03	-0.017
74.22	0.034	0.02	-0.117	0.034	0.02	-0.117
74.24	0.08	0.045	-0.054	0.08	0.045	-0.054
74.26	0.056	0.043	0.064	0.056	0.043	0.064
74.28	0.106	0.042	0.024	0.106	0.042	0.024
74.3	0.166	0.049	0.156	0.166	0.049	0.156
74.32	0.015	0	0.003	0.015	0	0.003
74.34	0.084	0.029	0.063	0.084	0.029	0.063
74.36	0.122	0.033	-0.069	0.122	0.033	-0.069
74.38	0.146	0.029	0.098	0.146	0.029	0.098
74.4	0.09	0.03	-0.108	0.09	0.03	-0.108
74.42	0.016	0	0.054	0.016	0	0.054
74.44	0.043	0.027	-0.07	0.043	0.027	-0.07
74.46	0.011	0.019	0.058	0.011	0.019	0.058
74.48	0.34	0.097	0.009	NaN	0.097	0.009
74.5	0.19	0.058	-0.086	0.19	0.058	-0.086
74.52	0.122	0.043	-0.037	0.122	0.043	-0.037
74.54	0.013	0.026	0.053	0.013	0.026	0.053
74.56	0.032	0.021	0.027	0.032	0.021	0.027
74.58	0.058	0.022	-0.01	0.058	0.022	-0.01
74.6	0.101	0.038	0.033	0.101	0.038	0.033
74.62	0.064	0.029	0.037	0.064	0.029	0.037
74.64	0.071	0.029	-0.07	0.071	0.029	-0.07
74.66	0.03	0.022	-0.027	0.03	0.022	-0.027
74.68	0.14	0.042	-0.07	0.14	0.042	-0.07
74.7	0.058	0.03	0.002	0.058	0.03	0.002
74.72	-0.008	0.015	0.026	-0.008	0.015	0.026
74.74	0.052	0.035	0.222	0.052	0.035	NaN
74.76	0.016	0.01	-0.07	0.016	0.01	NaN
74.78	0.086	0.018	0.089	0.086	0.018	0.089
74.8	0.028	0.002	0.034	0.028	0.002	0.034
74.82	0.091	-0.012	-0.173	0.091	-0.012	-0.173
74.84	0.22	0.056	-0.122	NaN	0.056	-0.122
74.86	-0.066	0.038	0.084	-0.066	0.038	0.084
74.88	-0.048	0.067	0.169	-0.048	0.067	0.169
74.9	0.008	0.062	0.244	NaN	NaN	0.244
74.92	0.162	0.083	0.165	0.162	0.083	0.165
74.94	0.194	0.05	0.014	0.194	0.05	0.014
74.96	0.305	0.04	0.074	0.305	0.04	0.074
74.98	0.284	0.074	0.111	0.284	0.074	0.111
75	0.164	0.043	0.112	0.164	0.043	0.112
75.02	0.082	0.021	0.098	0.082	0.021	0.098
75.04	0.291	-0.058	-0.246	NaN	-0.058	NaN
75.06	0.076	0.019	-0.112	NaN	NaN	NaN
75.08	-2.133	0.665	3.197	NaN	NaN	NaN
75.1	-0.153	0.107	0.383	NaN	NaN	NaN
75.12	-0.058	0.065	0.227	-0.058	0.065	0.227
75.14	0.026	0.091	0.408	0.026	0.091	0.408
75.16	0.036	0.094	0.23	NaN	NaN	NaN
75.18	0.711	-0.082	-0.364	NaN	-0.082	NaN
75.2	0.133	0.034	0.297	NaN	0.034	NaN
75.22	0.206	0.053	-0.053	NaN	NaN	NaN
75.24	-0.026	0.127	0.779	NaN	NaN	NaN
75.26	0.406	-0.028	-0.332	NaN	-0.028	NaN
75.28	-0.215	0.212	0.839	NaN	NaN	NaN
75.3	0.061	0.149	0.597	0.061	0.149	0.597
75.32	0.219	0.056	0.027	0.219	0.056	NaN
75.34	0.052	0.093	0.297	0.052	0.093	0.297
75.36	-0.327	0.183	0.487	NaN	0.183	0.487
75.38	0.1	0.105	0.322	0.1	0.105	0.322
75.4	0.18	0.088	0.109	NaN	0.088	0.109
75.42	-0.194	0.138	0.256	NaN	0.138	0.256
75.44	-0.041	0.123	0.266	NaN	NaN	0.266
75.46	-0.243	0.204	0.596	NaN	0.204	NaN
75.48	-0.024	0.128	0.306	-0.024	0.128	0.306
75.5	0.12	0.031	-0.066	NaN	0.031	NaN
75.52	1.609	-0.385	-2.184	NaN	NaN	NaN
75.54	0.124	0.032	-0.063	NaN	0.032	NaN
75.56	-0.265	0.198	0.657	NaN	0.198	NaN
75.58	0.2	0.051	0.029	0.2	0.051	0.029
75.6	0.651	-0.099	-0.656	NaN	NaN	NaN
75.62	0.113	0.114	0.175	NaN	NaN	NaN
75.64	1.863	-0.452	-2.425	NaN	NaN	NaN
75.66	-0.026	0.073	0.276	NaN	NaN	NaN
75.68	0.176	0.03	0.165	0.176	0.03	NaN
75.7	0.707	-0.083	-0.73	NaN	NaN	NaN
75.72	0.24	0.062	0.05	NaN	NaN	NaN
75.74	0.138	0.036	-0.034	NaN	NaN	NaN
75.76	-0.102	0.092	0.48	-0.102	0.092	0.48
75.78	-0.291	0.191	0.913	NaN	NaN	0.913
75.8	-0.213	0.212	0.977	NaN	NaN	NaN
75.82	0.008	0.15	0.499	0.008	0.15	0.499
75.84	0.228	0.059	-0.042	0.228	0.059	-0.042
75.86	0.331	-0.047	-0.43	NaN	NaN	NaN
75.88	-0.046	0.068	0.206	NaN	0.068	NaN
75.9	0.631	-0.103	-0.523	NaN	-0.103	NaN
75.92	0.705	-0.084	-0.445	NaN	NaN	NaN
75.94	0.806	-0.058	-0.494	NaN	NaN	NaN
75.96	2.028	-0.394	-2.103	NaN	-0.394	NaN
75.98	1.71	-0.359	-1.757	NaN	NaN	NaN
76	-1.221	0.485	2.574	NaN	NaN	NaN
76.02	0.222	0.057	0.507	NaN	NaN	NaN
76.04	-0.219	0.21	1.096	NaN	NaN	NaN
76.06	0.757	-0.071	-0.504	NaN	NaN	NaN
76.08	0.619	-0.106	-0.676	NaN	NaN	NaN
76.1	-0.132	0.099	0.309	NaN	0.099	NaN
76.12	0.208	0.053	0.043	NaN	NaN	NaN
76.14	0.102	0.051	0.132	NaN	NaN	NaN
76.16	-2.043	0.619	3.222	NaN	NaN	NaN
76.18	0.106	0.042	0.298	NaN	NaN	NaN
76.2	0.669	-0.094	-0.389	NaN	NaN	NaN
76.22	-0.037	0.14	0.522	NaN	NaN	NaN
76.24	0.573	-0.118	-0.859	NaN	NaN	NaN
76.26	2.027	-0.41	-2.27	NaN	NaN	NaN
76.28	0.161	0.042	0.09	NaN	NaN	NaN
76.3	0.094	0.024	0.222	NaN	NaN	NaN
76.32	0.725	-0.078	-0.238	NaN	NaN	NaN
76.34	0.735	-0.076	-0.41	NaN	NaN	NaN
76.36	-0.281	0.194	0.791	NaN	NaN	NaN
76.38	0.129	0.033	0.083	0.129	0.033	0.083
76.4	0.627	-0.104	-0.58	NaN	NaN	NaN
76.42	1.789	-0.339	-1.967	NaN	NaN	NaN
76.44	0.549	-0.125	-0.428	NaN	NaN	NaN
76.46	0.429	-0.022	0.006	NaN	NaN	NaN
76.48	0.318	-0.007	-0.192	NaN	NaN	NaN
76.5	0.056	0.028	0.042	NaN	NaN	NaN
76.52	-0.331	0.182	0.802	NaN	NaN	NaN
76.54	0.204	0.052	0.109	NaN	NaN	NaN
76.56	0.155	0.003	0.078	0.155	0.003	0.078
76.58	0.05	0.044	0.219	NaN	NaN	0.219
76.6	-0.018	0.054	0.22	NaN	NaN	0.22
76.62	0.27	0.029	-0.061	0.27	0.029	-0.061
76.64	0.191	-0.004	0	0.191	-0.004	0
76.66	-0.008	-0.003	0.125	-0.008	-0.003	0.125
76.68	0.02	0.025	0.104	0.02	0.025	0.104
76.7	0.082	-0.001	0.027	0.082	-0.001	0.027
76.72	0.033	0.009	0.187	0.033	0.009	0.187
76.74	0.224	0	0.001	NaN	NaN	NaN
76.76	0.16	0.074	0.365	0.16	0.074	NaN
76.78	0.278	0.072	0.186	NaN	NaN	0.186
76.8	0.114	0.026	0.309	0.114	0.026	0.309
76.82	0.04	0.058	0.296	0.04	0.058	0.296
76.84	-0.028	0.023	0.172	-0.028	0.023	0.172
76.86	0.18	0.064	0.301	0.18	0.064	0.301
76.88	0.168	0.041	0.159	0.168	0.041	0.159
76.9	0.052	-0.009	0.054	0.052	-0.009	0.054
76.92	0.009	0.02	0.053	0.009	0.02	0.053
76.94	0.016	0.044	0.09	0.016	0.044	0.09
76.96	-0.079	0.038	0.194	-0.079	0.038	0.194
76.98	0.009	0.002	-0.091	0.009	0.002	NaN
77	0.102	0.104	0.25	NaN	NaN	NaN
77.02	0.013	0.055	0.111	0.013	0.055	0.111
77.04	0.052	0.089	0.084	0.052	0.089	0.084
77.06	0.103	0.026	-0.048	NaN	NaN	-0.048
